Sample,motu,rel_ab,Present,Prevalence_num,Prevalence,Kingdom,Phylum,Class,Order,Family,Genus,Species,Sample_type,Collection_date,Location,Hive_origin,Number_guts,Number_scabs,Tube_mass,Tube_gut_mass,Gut_mass,Average_gut_mass,RNA_concentration,DNA_concentration,delta_CT,Comments,volume for 300 ng RNA (ul),V17,DNA_yield,RNA_yield,unmapped_perc
N13,ref_mOTU_v3_00086,0.0252007359,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Klebsiella,s__Klebsiella michiganensis/oxytoca [Klebsiella michiganensis/Proteus sp. HMSC10D02/Enterobacter sp. HMSC055A11/Klebsiella sp. LTGPAF-6F/Klebsiella sp. M5al/Klebsiella oxytoca/Klebsiella sp. AS10/Klebsiella sp. OBRC7],Nurses,06.08.19,Cugy,Cugy 3,20,12,2.1533,2.446,0.2927,0.014635,242,37.8,10.809856,,1.24,NA,2268,14520,12 %
N13,ref_mOTU_v3_00087,0.0184862718,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Raoultella,s__ Raoultella sp. [Klebsiella oxytoca/Klebsiella pneumoniae/Raoultella ornithinolytica/Raoultella planticola/Raoultella sp. YJ],Nurses,06.08.19,Cugy,Cugy 3,20,12,2.1533,2.446,0.2927,0.014635,242,37.8,10.809856,,1.24,NA,2268,14520,12 %
N13,ref_mOTU_v3_00096,0.0237311544,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Citrobacter,s__ Citrobacter sp. [Citrobacter amalonaticus/Citrobacter braakii/Citrobacter freundii/Citrobacter pasteurii/Citrobacter portucalensis/Citrobacter sp. A1/Citrobacter sp. A316/Citrobacter sp. AATXQ/Citrobacter sp. AATXR/Citrobacter sp. BIDMC107/Citrobacter sp. BIDMC108/Citrobacter sp. CFSAN044567/Citrobacter sp. FDAARGOS_156/Citrobacter sp. KTE151/Citrobacter sp. KTE30/Citrobacter sp. KTE32/Citrobacter sp. L17/Citrobacter sp. MGH100/Citrobacter sp. MGH103/Citrobacter sp. MGH104/Citrobacter sp. MGH105/Citrobacter sp. MGH109/Citrobacter sp. MGH110/Citrobacter sp. MGH99/Citrobacter werkmanii/Citrobacter youngae/Enterobacter cloacae/Enterobacter sp. GN02600/Escherichia coli/Salmonella enterica],Nurses,06.08.19,Cugy,Cugy 3,20,12,2.1533,2.446,0.2927,0.014635,242,37.8,10.809856,,1.24,NA,2268,14520,12 %
N13,ref_mOTU_v3_08304,0.0418074147,1,31,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,Snodgrassella,s__Snodgrassella alvi,Nurses,06.08.19,Cugy,Cugy 3,20,12,2.1533,2.446,0.2927,0.014635,242,37.8,10.809856,,1.24,NA,2268,14520,12 %
N13,ext_mOTU_v3_16145,0.2052480208,1,31,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,Acetobacteraceae gen. incertae sedis,s__Acetobacteraceae species incertae sedis,Nurses,06.08.19,Cugy,Cugy 3,20,12,2.1533,2.446,0.2927,0.014635,242,37.8,10.809856,,1.24,NA,2268,14520,12 %
N13,ext_mOTU_v3_16147,0.1064612279,1,31,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bartonellaceae,Bartonella,s__Bartonella species incertae sedis,Nurses,06.08.19,Cugy,Cugy 3,20,12,2.1533,2.446,0.2927,0.014635,242,37.8,10.809856,,1.24,NA,2268,14520,12 %
N13,ext_mOTU_v3_16148,0.031676832,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,Pseudomonas,s__Pseudomonas species incertae sedis,Nurses,06.08.19,Cugy,Cugy 3,20,12,2.1533,2.446,0.2927,0.014635,242,37.8,10.809856,,1.24,NA,2268,14520,12 %
N13,ext_mOTU_v3_16155,0.0432934238,1,31,1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,Lactobacillus,s__Lactobacillus species incertae sedis,Nurses,06.08.19,Cugy,Cugy 3,20,12,2.1533,2.446,0.2927,0.014635,242,37.8,10.809856,,1.24,NA,2268,14520,12 %
N13,unassigned,0.192020041,1,31,1,unassigned,NA,NA,NA,NA,NA,NA,Nurses,06.08.19,Cugy,Cugy 3,20,12,2.1533,2.446,0.2927,0.014635,242,37.8,10.809856,,1.24,NA,2268,14520,12 %
N14,ref_mOTU_v3_00063,0.014931769,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Enterobacteriaceae gen. [Kosakonia/Enterobacter],s__Enterobacteriaceae sp. [Kosakonia cowanii/Enterobacter cloacae],Nurses,27.08.2019,Vesancy,Jaune,20,9,1.8941,2.3953,0.5012,0.02506,21.9,61.6,9.876688,,13.699,NA,3696,1314,7 %
N14,ref_mOTU_v3_00086,0.072245357,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Klebsiella,s__Klebsiella michiganensis/oxytoca [Klebsiella michiganensis/Proteus sp. HMSC10D02/Enterobacter sp. HMSC055A11/Klebsiella sp. LTGPAF-6F/Klebsiella sp. M5al/Klebsiella oxytoca/Klebsiella sp. AS10/Klebsiella sp. OBRC7],Nurses,27.08.2019,Vesancy,Jaune,20,9,1.8941,2.3953,0.5012,0.02506,21.9,61.6,9.876688,,13.699,NA,3696,1314,7 %
N14,ref_mOTU_v3_00087,0.023560629,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Raoultella,s__ Raoultella sp. [Klebsiella oxytoca/Klebsiella pneumoniae/Raoultella ornithinolytica/Raoultella planticola/Raoultella sp. YJ],Nurses,27.08.2019,Vesancy,Jaune,20,9,1.8941,2.3953,0.5012,0.02506,21.9,61.6,9.876688,,13.699,NA,3696,1314,7 %
N14,ref_mOTU_v3_00811,0.024969791,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,Tatumella,s__Tatumella ptyseos [Tatumella sp. UCD-D_suzukii/Tatumella ptyseos],Nurses,27.08.2019,Vesancy,Jaune,20,9,1.8941,2.3953,0.5012,0.02506,21.9,61.6,9.876688,,13.699,NA,3696,1314,7 %
N14,ref_mOTU_v3_00830,0.040092985,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Yersiniaceae,Serratia,s__Serratia marcescens,Nurses,27.08.2019,Vesancy,Jaune,20,9,1.8941,2.3953,0.5012,0.02506,21.9,61.6,9.876688,,13.699,NA,3696,1314,7 %
N14,ref_mOTU_v3_01848,0.118499184,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,Pantoea,s__Pantoea sp. [Pantoea sp. 9140/Pantoea sp. MBLJ3/Pantoea sp. CFSAN033090/Pantoea sp. OV426/Pantoea vagans/Pantoea sp. aB/Pantoea agglomerans/Pantoea ananatis],Nurses,27.08.2019,Vesancy,Jaune,20,9,1.8941,2.3953,0.5012,0.02506,21.9,61.6,9.876688,,13.699,NA,3696,1314,7 %
N14,ref_mOTU_v3_08304,0.019157981,1,31,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,Snodgrassella,s__Snodgrassella alvi,Nurses,27.08.2019,Vesancy,Jaune,20,9,1.8941,2.3953,0.5012,0.02506,21.9,61.6,9.876688,,13.699,NA,3696,1314,7 %
N14,ext_mOTU_v3_16145,0.200715083,1,31,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,Acetobacteraceae gen. incertae sedis,s__Acetobacteraceae species incertae sedis,Nurses,27.08.2019,Vesancy,Jaune,20,9,1.8941,2.3953,0.5012,0.02506,21.9,61.6,9.876688,,13.699,NA,3696,1314,7 %
N14,ext_mOTU_v3_16147,0.127700635,1,31,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bartonellaceae,Bartonella,s__Bartonella species incertae sedis,Nurses,27.08.2019,Vesancy,Jaune,20,9,1.8941,2.3953,0.5012,0.02506,21.9,61.6,9.876688,,13.699,NA,3696,1314,7 %
N14,ext_mOTU_v3_16148,0.086756966,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,Pseudomonas,s__Pseudomonas species incertae sedis,Nurses,27.08.2019,Vesancy,Jaune,20,9,1.8941,2.3953,0.5012,0.02506,21.9,61.6,9.876688,,13.699,NA,3696,1314,7 %
N14,ext_mOTU_v3_16155,0.089937603,1,31,1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,Lactobacillus,s__Lactobacillus species incertae sedis,Nurses,27.08.2019,Vesancy,Jaune,20,9,1.8941,2.3953,0.5012,0.02506,21.9,61.6,9.876688,,13.699,NA,3696,1314,7 %
N14,unassigned,0.145404466,1,31,1,unassigned,NA,NA,NA,NA,NA,NA,Nurses,27.08.2019,Vesancy,Jaune,20,9,1.8941,2.3953,0.5012,0.02506,21.9,61.6,9.876688,,13.699,NA,3696,1314,7 %
N15,ref_mOTU_v3_00063,0.010947363,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Enterobacteriaceae gen. [Kosakonia/Enterobacter],s__Enterobacteriaceae sp. [Kosakonia cowanii/Enterobacter cloacae],Nurses,27.08.2019,Vesancy,Vert,20,10,1.8075,2.2279,0.4204,0.02102,4.96,55.1,9.795843,,60.484,NA,3306,297.6,8 %
N15,ref_mOTU_v3_00077,0.030286938,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Enterobacter,s__ Enterobacter sp. [Enterobacter asburiae/Enterobacter bugandensis/Enterobacter cancerogenus/Enterobacter chengduensis/Enterobacter cloacae/Enterobacter genomosp. O/Enterobacter genomosp. S/Enterobacter hormaechei/Enterobacter kobei/Enterobacter ludwigii/Enterobacter roggenkampii/Enterobacter sichuanensis/Enterobacter sp. 50588862/Enterobacter sp. 50793107/Enterobacter sp. 50858885/Enterobacter sp. 56-7/Enterobacter sp. 940_PEND/Enterobacter sp. BIDMC 26/Enterobacter sp. BIDMC 27/Enterobacter sp. BIDMC 28/Enterobacter sp. BIDMC 30/Enterobacter sp. BIDMC100/Enterobacter sp. BIDMC109/Enterobacter sp. BIDMC87/Enterobacter sp. BIDMC92/Enterobacter sp. BIDMC93/Enterobacter sp. BIDMC94/Enterobacter sp. BIDMC99/Enterobacter sp. BWH 37/Enterobacter sp. BWH52/Enterobacter sp. BWH63/Enterobacter sp. BWH64/Enterobacter sp. DC1/Enterobacter sp. DC3/Enterobacter sp. DC4/Enterobacter sp. E20/Enterobacter sp. EGD-HP1/Enterobacter sp. HK169/Enterobacter sp. HMSC16D10/Enterobacter sp. IF2SW-P2/Enterobacter sp. J49/Enterobacter sp. K66-74/Enterobacter sp. ku-bf2/Enterobacter sp. MGH 1/Enterobacter sp. MGH 10/Enterobacter sp. MGH 14/Enterobacter sp. MGH 15/Enterobacter sp. MGH 22/Enterobacter sp. MGH 23/Enterobacter sp. MGH 24/Enterobacter sp. MGH 25/Enterobacter sp. MGH 3/Enterobacter sp. MGH 33/Enterobacter sp. MGH 37/Enterobacter sp. MGH 38/Enterobacter sp. MGH 6/Enterobacter sp. MGH 7/Enterobacter sp. MGH119/Enterobacter sp. MGH120/Enterobacter sp. MGH128/Enterobacter sp. NFIX45/Enterobacter sp. NFIX58/Enterobacter sp. NFIX59/Enterobacter sp. ODB01/Enterobacter sp. PDC34/Enterobacter sp. SENG-6/Enterobacter sp. ST121:950178628/Enterobacter sp. T1-1/Enterobacter sp. UCD-UG_FMILLET/Escherichia coli/Klebsiella aerogenes/Klebsiella oxytoca/Leclercia adecarboxylata/Leclercia sp. LK8/Lelliottia amnigena/Lelliottia nimipressuralis/Pantoea sesami/Pedobacter himalayensis],Nurses,27.08.2019,Vesancy,Vert,20,10,1.8075,2.2279,0.4204,0.02102,4.96,55.1,9.795843,,60.484,NA,3306,297.6,8 %
N15,ref_mOTU_v3_08304,0.020670633,1,31,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,Snodgrassella,s__Snodgrassella alvi,Nurses,27.08.2019,Vesancy,Vert,20,10,1.8075,2.2279,0.4204,0.02102,4.96,55.1,9.795843,,60.484,NA,3306,297.6,8 %
N15,ext_mOTU_v3_16145,0.311403867,1,31,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,Acetobacteraceae gen. incertae sedis,s__Acetobacteraceae species incertae sedis,Nurses,27.08.2019,Vesancy,Vert,20,10,1.8075,2.2279,0.4204,0.02102,4.96,55.1,9.795843,,60.484,NA,3306,297.6,8 %
N15,ext_mOTU_v3_16147,0.045237747,1,31,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bartonellaceae,Bartonella,s__Bartonella species incertae sedis,Nurses,27.08.2019,Vesancy,Vert,20,10,1.8075,2.2279,0.4204,0.02102,4.96,55.1,9.795843,,60.484,NA,3306,297.6,8 %
N15,ext_mOTU_v3_16148,0.204136971,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,Pseudomonas,s__Pseudomonas species incertae sedis,Nurses,27.08.2019,Vesancy,Vert,20,10,1.8075,2.2279,0.4204,0.02102,4.96,55.1,9.795843,,60.484,NA,3306,297.6,8 %
N15,ext_mOTU_v3_16155,0.017174669,1,31,1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,Lactobacillus,s__Lactobacillus species incertae sedis,Nurses,27.08.2019,Vesancy,Vert,20,10,1.8075,2.2279,0.4204,0.02102,4.96,55.1,9.795843,,60.484,NA,3306,297.6,8 %
N15,unassigned,0.341194603,1,31,1,unassigned,NA,NA,NA,NA,NA,NA,Nurses,27.08.2019,Vesancy,Vert,20,10,1.8075,2.2279,0.4204,0.02102,4.96,55.1,9.795843,,60.484,NA,3306,297.6,8 %
N16,ref_mOTU_v3_00086,0.011776981,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,Klebsiella,s__Klebsiella michiganensis/oxytoca [Klebsiella michiganensis/Proteus sp. HMSC10D02/Enterobacter sp. HMSC055A11/Klebsiella sp. LTGPAF-6F/Klebsiella sp. M5al/Klebsiella oxytoca/Klebsiella sp. AS10/Klebsiella sp. OBRC7],Nurses,27.08.2019,Vesancy,Bleu,20,7,1.8784,2.27,0.3916,0.01958,31,55.3,9.100234,,9.677,NA,3318,1860,5 %
N16,ref_mOTU_v3_00708,0.088904392,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Hafniaceae,Hafnia,s__Hafnia paralvei/alvei [Hafnia sp. HMSC23F03/Enterobacteriaceae bacterium 9_2_54FAA/Hafnia paralvei/Hafnia alvei],Nurses,27.08.2019,Vesancy,Bleu,20,7,1.8784,2.27,0.3916,0.01958,31,55.3,9.100234,,9.677,NA,3318,1860,5 %
N16,ref_mOTU_v3_00830,0.013006596,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Yersiniaceae,Serratia,s__Serratia marcescens,Nurses,27.08.2019,Vesancy,Bleu,20,7,1.8784,2.27,0.3916,0.01958,31,55.3,9.100234,,9.677,NA,3318,1860,5 %
N16,ref_mOTU_v3_01848,0.043832668,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Erwiniaceae,Pantoea,s__Pantoea sp. [Pantoea sp. 9140/Pantoea sp. MBLJ3/Pantoea sp. CFSAN033090/Pantoea sp. OV426/Pantoea vagans/Pantoea sp. aB/Pantoea agglomerans/Pantoea ananatis],Nurses,27.08.2019,Vesancy,Bleu,20,7,1.8784,2.27,0.3916,0.01958,31,55.3,9.100234,,9.677,NA,3318,1860,5 %
N16,ref_mOTU_v3_08304,0.041393354,1,31,1,k__Bacteria,p__Proteobacteria,c__Betaproteobacteria,o__Neisseriales,f__Neisseriaceae,Snodgrassella,s__Snodgrassella alvi,Nurses,27.08.2019,Vesancy,Bleu,20,7,1.8784,2.27,0.3916,0.01958,31,55.3,9.100234,,9.677,NA,3318,1860,5 %
N16,ext_mOTU_v3_16145,0.129919182,1,31,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhodospirillales,f__Acetobacteraceae,Acetobacteraceae gen. incertae sedis,s__Acetobacteraceae species incertae sedis,Nurses,27.08.2019,Vesancy,Bleu,20,7,1.8784,2.27,0.3916,0.01958,31,55.3,9.100234,,9.677,NA,3318,1860,5 %
N16,ext_mOTU_v3_16147,0.093774511,1,31,1,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Bartonellaceae,Bartonella,s__Bartonella species incertae sedis,Nurses,27.08.2019,Vesancy,Bleu,20,7,1.8784,2.27,0.3916,0.01958,31,55.3,9.100234,,9.677,NA,3318,1860,5 %
N16,ext_mOTU_v3_16148,0.498620544,1,31,1,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Pseudomonadales,f__Pseudomonadaceae,Pseudomonas,s__Pseudomonas species incertae sedis,Nurses,27.08.2019,Vesancy,Bleu,20,7,1.8784,2.27,0.3916,0.01958,31,55.3,9.100234,,9.677,NA,3318,1860,5 %
N16,ext_mOTU_v3_16155,0.035437035,1,31,1,k__Bacteria,p__Firmicutes,c__Bacilli,o__Lactobacillales,f__Lactobacillaceae,Lactobacillus,s__Lactobacillus species incertae sedis,Nurses,27.08.2019,Vesancy,Bleu,20,7,1.8784,2.27,0.3916,0.01958,31,55.3,9.100234,,9.677,NA,3318,1860,5 %
N16,unassigned,0.019464732,1,31,1,unassigned,NA,NA,NA,NA,NA,NA,Nurses,27.08.2019,Vesancy,Bleu,20,7,1.8784,2.27,0.3916,0.01958,31,55.3,9.100234,,9.677,NA,3318,1860,5 %
